7.15,9.99,3.8,0.54,7.5,8.43,3.1,0.23,7.54,8.17,2.5,0.64,7.482357836338422,7.238141470180305,1.860833333333336,0.3146185852981962
7.3,10.4,3.5,0.65,7.54,8.17,2.5,0.64,7.482357836338422,7.238141470180305,1.860833333333336,0.3146185852981962,7.15,9.99,3.8,0.54
6.96,10.8,2.3,0.97,7.482357836338422,7.238141470180305,1.860833333333336,0.3146185852981962,7.15,9.99,3.8,0.54,7.3,10.4,3.5,0.65
7.13,8.79,2.4,0.8,7.15,9.99,3.8,0.54,7.3,10.4,3.5,0.65,6.96,10.8,2.3,0.97
7.21,8.41,2.5,0.29,7.3,10.4,3.5,0.65,6.96,10.8,2.3,0.97,7.13,8.79,2.4,0.8
7.39,7.07,2.2,0.23,6.96,10.8,2.3,0.97,7.13,8.79,2.4,0.8,7.21,8.41,2.5,0.29
7.41,8.01,2.4,0.27,7.13,8.79,2.4,0.8,7.21,8.41,2.5,0.29,7.39,7.07,2.2,0.23
7.57,7.18,1.9,0.2,7.21,8.41,2.5,0.29,7.39,7.07,2.2,0.23,7.41,8.01,2.4,0.27
7.61,7.37,1.7,0.22,7.39,7.07,2.2,0.23,7.41,8.01,2.4,0.27,7.57,7.18,1.9,0.2
7.55,7.23,1.1,0.38,7.41,8.01,2.4,0.27,7.57,7.18,1.9,0.2,7.61,7.37,1.7,0.22
7.33,7.29,1.4,0.2,7.57,7.18,1.9,0.2,7.61,7.37,1.7,0.22,7.55,7.23,1.1,0.38
6.75,7.03,1.2,0.14,7.61,7.37,1.7,0.22,7.55,7.23,1.1,0.38,7.33,7.29,1.4,0.2
7.22,6.91,2.3,0.23,7.55,7.23,1.1,0.38,7.33,7.29,1.4,0.2,6.75,7.03,1.2,0.14
7.35,6.25,1.5,0.21,7.33,7.29,1.4,0.2,6.75,7.03,1.2,0.14,7.22,6.91,2.3,0.23
7.47,6.14,0.8,0.12,6.75,7.03,1.2,0.14,7.22,6.91,2.3,0.23,7.35,6.25,1.5,0.21
7.3,6.94,0.5,0.07,7.22,6.91,2.3,0.23,7.35,6.25,1.5,0.21,7.47,6.14,0.8,0.12
6.95,6.26,0.9,0.18,7.35,6.25,1.5,0.21,7.47,6.14,0.8,0.12,7.3,6.94,0.5,0.07
7.17,6.21,1.5,0.74,7.47,6.14,0.8,0.12,7.3,6.94,0.5,0.07,6.95,6.26,0.9,0.18
7.44,6.22,1.7,0.23,7.3,6.94,0.5,0.07,6.95,6.26,0.9,0.18,7.17,6.21,1.5,0.74
7.53,6.1,1.3,0.09,6.95,6.26,0.9,0.18,7.17,6.21,1.5,0.74,7.44,6.22,1.7,0.23
7.69,6.44,1.2,0.11,7.17,6.21,1.5,0.74,7.44,6.22,1.7,0.23,7.53,6.1,1.3,0.09
7.59,6.39,1.2,0.31,7.44,6.22,1.7,0.23,7.53,6.1,1.3,0.09,7.69,6.44,1.2,0.11
7.79,6.01,0.8,0.4,7.53,6.1,1.3,0.09,7.69,6.44,1.2,0.11,7.59,6.39,1.2,0.31
7.7,6.81,0.8,0.24,7.69,6.44,1.2,0.11,7.59,6.39,1.2,0.31,7.79,6.01,0.8,0.4
7.482357836338422,7.238141470180305,1.860833333333336,0.3146185852981962,7.59,6.39,1.2,0.31,7.79,6.01,0.8,0.4,7.7,6.81,0.8,0.24
7.482357836338422,7.238141470180305,1.860833333333336,0.3146185852981962,7.79,6.01,0.8,0.4,7.7,6.81,0.8,0.24,7.482357836338422,7.238141470180305,1.860833333333336,0.3146185852981962
