7.49,10.0,4.8,1.46,7.5,10.4,4.4,0.47
7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002,7.49,10.0,4.8,1.46
7.69,10.6,5.4,1.45,7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002
7.68,10.9,5.3,1.84,7.69,10.6,5.4,1.45
7.84,11.8,5.9,1.43,7.68,10.9,5.3,1.84
7.88,11.9,6.1,2.34,7.84,11.8,5.9,1.43
7.75,10.4,5.5,1.81,7.88,11.9,6.1,2.34
7.62,7.88,4.8,1.27,7.75,10.4,5.5,1.81
7.59,7.96,4.1,1.22,7.62,7.88,4.8,1.27
7.69,6.89,7.0,2.28,7.59,7.96,4.1,1.22
7.79,7.55,4.5,1.84,7.69,6.89,7.0,2.28
7.78,6.9,4.3,2.01,7.79,7.55,4.5,1.84
7.73,6.58,6.0,1.78,7.78,6.9,4.3,2.01
7.66,5.53,6.3,2.23,7.73,6.58,6.0,1.78
7.4,5.23,5.0,1.74,7.66,5.53,6.3,2.23
7.23,3.93,4.5,1.36,7.4,5.23,5.0,1.74
7.21,4.42,2.8,0.64,7.23,3.93,4.5,1.36
7.26,6.58,3.5,0.62,7.21,4.42,2.8,0.64
7.28,5.48,4.5,0.62,7.26,6.58,3.5,0.62
7.19,6.13,3.9,0.51,7.28,5.48,4.5,0.62
7.06,5.36,3.7,0.42,7.19,6.13,3.9,0.51
7.4,5.23,4.6,0.41,7.06,5.36,3.7,0.42
7.22,4.76,3.6,0.45,7.4,5.23,4.6,0.41
7.19,4.87,3.5,0.45,7.22,4.76,3.6,0.45
7.13,5.01,3.7,0.27,7.19,4.87,3.5,0.45
7.42,4.62,2.9,0.4,7.13,5.01,3.7,0.27
7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002,7.42,4.62,2.9,0.4
7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002,7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002
7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002,7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002
7.19,4.02,3.7,0.26,7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002
7.48,3.45,3.9,0.19,7.19,4.02,3.7,0.26
7.38,4.32,4.0,0.08,7.48,3.45,3.9,0.19
7.51,4.94,3.8,0.06,7.38,4.32,4.0,0.08
7.41,5.32,3.0,0.06,7.51,4.94,3.8,0.06
7.53,5.35,3.4,0.06,7.41,5.32,3.0,0.06
7.49,5.6,3.6,0.09,7.53,5.35,3.4,0.06
7.59,5.64,3.7,0.19,7.49,5.6,3.6,0.09
7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002,7.59,5.64,3.7,0.19
7.96,5.96,3.8,0.27,7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002
7.8,5.52,3.9,0.22,7.96,5.96,3.8,0.27
7.78,5.81,3.9,0.2,7.8,5.52,3.9,0.22
7.84,5.93,4.3,0.24,7.78,5.81,3.9,0.2
7.78,6.41,3.5,0.23,7.84,5.93,4.3,0.24
7.66,6.36,3.8,0.21,7.78,6.41,3.5,0.23
7.37,6.84,3.5,0.22,7.66,6.36,3.8,0.21
7.49,7.47,3.1,0.25,7.37,6.84,3.5,0.22
7.58,7.93,3.4,0.44,7.49,7.47,3.1,0.25
7.54,8.17,3.0,0.76,7.58,7.93,3.4,0.44
7.62,8.35,3.2,0.65,7.54,8.17,3.0,0.76
7.61,8.51,3.6,0.92,7.62,8.35,3.2,0.65
7.64,9.84,4.1,0.73,7.61,8.51,3.6,0.92
7.62,10.4,4.2,1.29,7.64,9.84,4.1,0.73
7.52,10.4,4.3,1.4,7.62,10.4,4.2,1.29
7.45,10.5,4.5,1.39,7.52,10.4,4.3,1.4
7.48,10.9,5.1,2.17,7.45,10.5,4.5,1.39
7.31,10.8,4.8,2.6,7.48,10.9,5.1,2.17
7.45,11.5,3.3,1.2,7.31,10.8,4.8,2.6
7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002,7.45,11.5,3.3,1.2
7.44,10.7,3.8,2.97,7.615298196948686,7.1530790568654545,3.5990291262135905,0.4927500000000002
7.28,10.4,4.2,2.54,7.44,10.7,3.8,2.97
7.29,9.97,4.7,3.95,7.28,10.4,4.2,2.54
7.32,9.56,5.2,3.01,7.29,9.97,4.7,3.95
7.41,8.78,5.2,3.02,7.32,9.56,5.2,3.01
7.29,7.53,5.9,4.4,7.41,8.78,5.2,3.02
7.18,6.3,6.7,3.97,7.29,7.53,5.9,4.4
7.1,6.59,5.7,2.33,7.18,6.3,6.7,3.97
7.13,5.27,4.6,2.38,7.1,6.59,5.7,2.33
7.26,4.37,3.4,1.25,7.13,5.27,4.6,2.38
7.25,3.57,2.7,0.39,7.26,4.37,3.4,1.25
7.41,3.19,2.8,0.33,7.25,3.57,2.7,0.39
7.41,4.97,3.2,0.13,7.41,3.19,2.8,0.33
7.25,4.42,4.1,0.12,7.41,4.97,3.2,0.13
6.94,3.63,4.7,0.11,7.25,4.42,4.1,0.12
7.17,4.25,4.5,0.11,6.94,3.63,4.7,0.11
7.26,4.6,3.8,0.1,7.17,4.25,4.5,0.11
7.17,3.96,3.9,0.09,7.26,4.6,3.8,0.1
7.11,4.15,3.8,0.16,7.17,3.96,3.9,0.09
7.32,4.52,3.3,0.08,7.11,4.15,3.8,0.16
7.37,3.9,5.2,0.16,7.32,4.52,3.3,0.08
7.18,1.7,6.7,0.2,7.37,3.9,5.2,0.16
7.19,4.82,5.0,0.1,7.18,1.7,6.7,0.2
7.32,4.41,4.4,0.11,7.19,4.82,5.0,0.1
7.47,5.03,4.2,0.11,7.32,4.41,4.4,0.11
7.58,6.01,4.4,0.11,7.47,5.03,4.2,0.11
7.5,5.4,4.3,0.1,7.58,6.01,4.4,0.11
7.46,5.6,4.7,0.08,7.5,5.4,4.3,0.1
7.3,6.07,4.8,0.1,7.46,5.6,4.7,0.08
7.01,6.09,4.7,0.1,7.3,6.07,4.8,0.1
7.31,5.88,3.6,0.11,7.01,6.09,4.7,0.1
7.29,5.54,3.3,0.1,7.31,5.88,3.6,0.11
7.22,5.58,3.6,0.1,7.29,5.54,3.3,0.1
7.34,6.2,3.6,0.1,7.22,5.58,3.6,0.1
7.43,7.02,3.8,0.09,7.34,6.2,3.6,0.1
7.51,6.58,2.8,0.09,7.43,7.02,3.8,0.09
7.49,6.42,2.7,0.11,7.51,6.58,2.8,0.09
7.43,6.32,2.6,0.18,7.49,6.42,2.7,0.11
7.47,6.19,3.5,0.27,7.43,6.32,2.6,0.18
7.59,6.55,3.8,0.37,7.47,6.19,3.5,0.27
7.45,7.36,3.7,0.41,7.59,6.55,3.8,0.37
7.54,8.05,3.6,0.5,7.45,7.36,3.7,0.41
7.69,8.52,3.5,0.75,7.54,8.05,3.6,0.5
7.82,8.93,3.4,1.21,7.69,8.52,3.5,0.75
7.86,10.6,3.3,0.97,7.82,8.93,3.4,1.21
7.74,11.1,3.6,0.97,7.86,10.6,3.3,0.97
7.75,10.8,3.2,1.3,7.74,11.1,3.6,0.97
7.74,10.5,3.2,1.98,7.75,10.8,3.2,1.3
7.71,10.7,3.2,1.61,7.74,10.5,3.2,1.98
7.43,11.3,3.3,1.43,7.71,10.7,3.2,1.61
7.1,11.5,3.2,0.95,7.43,11.3,3.3,1.43
7.36,11.3,3.6,1.75,7.1,11.5,3.2,0.95
7.4,11.2,3.1,1.59,7.36,11.3,3.6,1.75
7.33,10.6,3.7,1.37,7.4,11.2,3.1,1.59
7.37,10.2,3.2,1.38,7.33,10.6,3.7,1.37
7.62,9.54,3.2,2.21,7.37,10.2,3.2,1.38
7.53,8.39,3.1,2.02,7.62,9.54,3.2,2.21
7.36,7.67,3.3,1.16,7.53,8.39,3.1,2.02
7.33,7.25,3.3,0.91,7.36,7.67,3.3,1.16
7.24,5.88,3.2,0.88,7.33,7.25,3.3,0.91
7.12,5.54,2.8,0.32,7.24,5.88,3.2,0.88
